"Id","ActivityDate","StepTotal","DayOfWeek"
4445114986,2016-05-11,9105,"Wednesday"
4445114986,2016-05-12,768,"Thursday"
4558609924,2016-04-12,5135,"Tuesday"
4558609924,2016-04-13,4978,"Wednesday"
4558609924,2016-04-14,6799,"Thursday"
4558609924,2016-04-15,7795,"Friday"
4558609924,2016-04-16,7289,"Saturday"
4558609924,2016-04-17,9634,"Sunday"
4558609924,2016-04-18,8940,"Monday"
4558609924,2016-04-19,5401,"Tuesday"
4558609924,2016-04-20,4803,"Wednesday"
4558609924,2016-04-21,13743,"Thursday"
4558609924,2016-04-22,9601,"Friday"
4558609924,2016-04-23,6890,"Saturday"
4558609924,2016-04-24,8563,"Sunday"
4558609924,2016-04-25,8095,"Monday"
4558609924,2016-04-26,9148,"Tuesday"
4558609924,2016-04-27,9557,"Wednesday"
4558609924,2016-04-28,9451,"Thursday"
4558609924,2016-04-29,7833,"Friday"
4558609924,2016-04-30,10319,"Saturday"
4558609924,2016-05-01,3428,"Sunday"
4558609924,2016-05-02,7891,"Monday"
4558609924,2016-05-03,5267,"Tuesday"
4558609924,2016-05-04,5232,"Wednesday"
4558609924,2016-05-05,10611,"Thursday"
4558609924,2016-05-06,3755,"Friday"
4558609924,2016-05-07,8237,"Saturday"
4558609924,2016-05-08,6543,"Sunday"
4558609924,2016-05-09,11451,"Monday"
4558609924,2016-05-10,6435,"Tuesday"
4558609924,2016-05-11,9108,"Wednesday"
4558609924,2016-05-12,6307,"Thursday"
4702921684,2016-04-12,7213,"Tuesday"
4702921684,2016-04-13,6877,"Wednesday"
4702921684,2016-04-14,7860,"Thursday"
4702921684,2016-04-15,6506,"Friday"
4702921684,2016-04-16,11140,"Saturday"
4702921684,2016-04-17,12692,"Sunday"
4702921684,2016-04-18,9105,"Monday"
4702921684,2016-04-19,6708,"Tuesday"
4702921684,2016-04-20,8793,"Wednesday"
4702921684,2016-04-21,6530,"Thursday"
4702921684,2016-04-22,1664,"Friday"
4702921684,2016-04-23,15126,"Saturday"
4702921684,2016-04-24,15050,"Sunday"
4702921684,2016-04-25,9167,"Monday"
4702921684,2016-04-26,6108,"Tuesday"
4702921684,2016-04-27,7047,"Wednesday"
4702921684,2016-04-28,9023,"Thursday"
4702921684,2016-04-29,9930,"Friday"
4702921684,2016-04-30,10144,"Saturday"
4702921684,2016-05-01,0,"Sunday"
4702921684,2016-05-02,7245,"Monday"
4702921684,2016-05-03,9454,"Tuesday"
4702921684,2016-05-04,8161,"Wednesday"
4702921684,2016-05-05,8614,"Thursday"
4702921684,2016-05-06,6943,"Friday"
4702921684,2016-05-07,14370,"Saturday"
4702921684,2016-05-08,12857,"Sunday"
4702921684,2016-05-09,8232,"Monday"
4702921684,2016-05-10,10613,"Tuesday"
4702921684,2016-05-11,9810,"Wednesday"
4702921684,2016-05-12,2752,"Thursday"
5553957443,2016-04-12,11596,"Tuesday"
5553957443,2016-04-13,4832,"Wednesday"
5553957443,2016-04-14,17022,"Thursday"
5553957443,2016-04-15,16556,"Friday"
5553957443,2016-04-16,5771,"Saturday"
5553957443,2016-04-17,655,"Sunday"
5553957443,2016-04-18,3727,"Monday"
5553957443,2016-04-19,15482,"Tuesday"
5553957443,2016-04-20,2713,"Wednesday"
5553957443,2016-04-21,12346,"Thursday"
5553957443,2016-04-22,11682,"Friday"
5553957443,2016-04-23,4112,"Saturday"
5553957443,2016-04-24,1807,"Sunday"
5553957443,2016-04-25,10946,"Monday"
5553957443,2016-04-26,11886,"Tuesday"
5553957443,2016-04-27,10538,"Wednesday"
5553957443,2016-04-28,11393,"Thursday"
5553957443,2016-04-29,12764,"Friday"
5553957443,2016-04-30,1202,"Saturday"
5553957443,2016-05-01,5164,"Sunday"
5553957443,2016-05-02,9769,"Monday"
5553957443,2016-05-03,12848,"Tuesday"
5553957443,2016-05-04,4249,"Wednesday"
5553957443,2016-05-05,14331,"Thursday"
5553957443,2016-05-06,9632,"Friday"
5553957443,2016-05-07,1868,"Saturday"
5553957443,2016-05-08,6083,"Sunday"
5553957443,2016-05-09,11611,"Monday"
5553957443,2016-05-10,16358,"Tuesday"
5553957443,2016-05-11,4926,"Wednesday"
5553957443,2016-05-12,3121,"Thursday"
5577150313,2016-04-12,8135,"Tuesday"
5577150313,2016-04-13,5077,"Wednesday"
5577150313,2016-04-14,8596,"Thursday"
5577150313,2016-04-15,12087,"Friday"
5577150313,2016-04-16,14269,"Saturday"
5577150313,2016-04-17,12231,"Sunday"
5577150313,2016-04-18,9893,"Monday"
5577150313,2016-04-19,12574,"Tuesday"
5577150313,2016-04-20,8330,"Wednesday"
5577150313,2016-04-21,10830,"Thursday"
5577150313,2016-04-22,9172,"Friday"
5577150313,2016-04-23,7638,"Saturday"
5577150313,2016-04-24,15764,"Sunday"
5577150313,2016-04-25,6393,"Monday"
5577150313,2016-04-26,5325,"Tuesday"
5577150313,2016-04-27,6805,"Wednesday"
5577150313,2016-04-28,9841,"Thursday"
5577150313,2016-04-29,7924,"Friday"
5577150313,2016-04-30,12363,"Saturday"
5577150313,2016-05-01,13368,"Sunday"
5577150313,2016-05-02,7439,"Monday"
5577150313,2016-05-03,11045,"Tuesday"
5577150313,2016-05-04,5206,"Wednesday"
5577150313,2016-05-05,7550,"Thursday"
5577150313,2016-05-06,4950,"Friday"
5577150313,2016-05-07,0,"Saturday"
5577150313,2016-05-08,0,"Sunday"
5577150313,2016-05-09,3421,"Monday"
5577150313,2016-05-10,8869,"Tuesday"
5577150313,2016-05-11,4038,"Wednesday"
6117666160,2016-04-12,0,"Tuesday"
6117666160,2016-04-13,0,"Wednesday"
6117666160,2016-04-14,0,"Thursday"
6117666160,2016-04-15,14019,"Friday"
6117666160,2016-04-16,14450,"Saturday"
6117666160,2016-04-17,7150,"Sunday"
6117666160,2016-04-18,5153,"Monday"
6117666160,2016-04-19,11135,"Tuesday"
6117666160,2016-04-20,10449,"Wednesday"
6117666160,2016-04-21,19542,"Thursday"
6117666160,2016-04-22,8206,"Friday"
6117666160,2016-04-23,11495,"Saturday"
6117666160,2016-04-24,7623,"Sunday"
6117666160,2016-04-25,0,"Monday"
6117666160,2016-04-26,9543,"Tuesday"
6117666160,2016-04-27,9411,"Wednesday"
6117666160,2016-04-28,3403,"Thursday"
6117666160,2016-04-29,9592,"Friday"
6117666160,2016-04-30,6987,"Saturday"
6117666160,2016-05-01,8915,"Sunday"
6117666160,2016-05-02,4933,"Monday"
6117666160,2016-05-03,0,"Tuesday"
6117666160,2016-05-04,2997,"Wednesday"
6117666160,2016-05-05,9799,"Thursday"
6117666160,2016-05-06,3365,"Friday"
6117666160,2016-05-07,7336,"Saturday"
6117666160,2016-05-08,7328,"Sunday"
6117666160,2016-05-09,4477,"Monday"
6290855005,2016-04-12,4562,"Tuesday"
6290855005,2016-04-13,7142,"Wednesday"
6290855005,2016-04-14,7671,"Thursday"
6290855005,2016-04-15,9501,"Friday"
6290855005,2016-04-16,8301,"Saturday"
6290855005,2016-04-17,7851,"Sunday"
6290855005,2016-04-18,6885,"Monday"
6290855005,2016-04-19,7142,"Tuesday"
6290855005,2016-04-20,6361,"Wednesday"
6290855005,2016-04-21,0,"Thursday"
6290855005,2016-04-22,6238,"Friday"
6290855005,2016-04-23,0,"Saturday"
6290855005,2016-04-24,5896,"Sunday"
6290855005,2016-04-25,7802,"Monday"
6290855005,2016-04-26,0,"Tuesday"
6290855005,2016-04-27,5565,"Wednesday"
6290855005,2016-04-28,5731,"Thursday"
6290855005,2016-04-29,0,"Friday"
6290855005,2016-04-30,6744,"Saturday"
6290855005,2016-05-01,9837,"Sunday"
6290855005,2016-05-02,6781,"Monday"
6290855005,2016-05-03,6047,"Tuesday"
6290855005,2016-05-04,5832,"Wednesday"
6290855005,2016-05-05,6339,"Thursday"
6290855005,2016-05-06,6116,"Friday"
6290855005,2016-05-07,5510,"Saturday"
6290855005,2016-05-08,7706,"Sunday"
6290855005,2016-05-09,6277,"Monday"
6290855005,2016-05-10,0,"Tuesday"
6775888955,2016-04-12,0,"Tuesday"
6775888955,2016-04-13,4053,"Wednesday"
6775888955,2016-04-14,5162,"Thursday"
6775888955,2016-04-15,1282,"Friday"
6775888955,2016-04-16,4732,"Saturday"
6775888955,2016-04-17,2497,"Sunday"
6775888955,2016-04-18,8294,"Monday"
6775888955,2016-04-19,0,"Tuesday"
6775888955,2016-04-20,10771,"Wednesday"
6775888955,2016-04-21,0,"Thursday"
6775888955,2016-04-22,637,"Friday"
6775888955,2016-04-23,0,"Saturday"
6775888955,2016-04-24,2153,"Sunday"
6775888955,2016-04-25,6474,"Monday"
6775888955,2016-04-26,7091,"Tuesday"
6775888955,2016-04-27,0,"Wednesday"
6775888955,2016-04-28,703,"Thursday"
6775888955,2016-04-29,0,"Friday"
6775888955,2016-04-30,2503,"Saturday"
6775888955,2016-05-01,2487,"Sunday"
6775888955,2016-05-02,0,"Monday"
6775888955,2016-05-03,9,"Tuesday"
6775888955,2016-05-04,0,"Wednesday"
6775888955,2016-05-05,0,"Thursday"
6775888955,2016-05-06,4697,"Friday"
6775888955,2016-05-07,1967,"Saturday"
6962181067,2016-04-12,10199,"Tuesday"
6962181067,2016-04-13,5652,"Wednesday"
6962181067,2016-04-14,1551,"Thursday"
6962181067,2016-04-15,5563,"Friday"
6962181067,2016-04-16,13217,"Saturday"
6962181067,2016-04-17,10145,"Sunday"
6962181067,2016-04-18,11404,"Monday"
6962181067,2016-04-19,10742,"Tuesday"
6962181067,2016-04-20,13928,"Wednesday"
6962181067,2016-04-21,11835,"Thursday"
6962181067,2016-04-22,10725,"Friday"
6962181067,2016-04-23,20031,"Saturday"
6962181067,2016-04-24,5029,"Sunday"
6962181067,2016-04-25,13239,"Monday"
6962181067,2016-04-26,10433,"Tuesday"
6962181067,2016-04-27,10320,"Wednesday"
6962181067,2016-04-28,12627,"Thursday"
6962181067,2016-04-29,10762,"Friday"
6962181067,2016-04-30,10081,"Saturday"
6962181067,2016-05-01,5454,"Sunday"
6962181067,2016-05-02,12912,"Monday"
6962181067,2016-05-03,12109,"Tuesday"
6962181067,2016-05-04,10147,"Wednesday"
6962181067,2016-05-05,10524,"Thursday"
6962181067,2016-05-06,5908,"Friday"
6962181067,2016-05-07,6815,"Saturday"
6962181067,2016-05-08,4188,"Sunday"
6962181067,2016-05-09,12342,"Monday"
6962181067,2016-05-10,15448,"Tuesday"
6962181067,2016-05-11,6722,"Wednesday"
6962181067,2016-05-12,3587,"Thursday"
7007744171,2016-04-12,14172,"Tuesday"
7007744171,2016-04-13,12862,"Wednesday"
7007744171,2016-04-14,11179,"Thursday"
7007744171,2016-04-15,5273,"Friday"
7007744171,2016-04-16,4631,"Saturday"
7007744171,2016-04-17,8059,"Sunday"
7007744171,2016-04-18,14816,"Monday"
7007744171,2016-04-19,14194,"Tuesday"
7007744171,2016-04-20,15566,"Wednesday"
7007744171,2016-04-21,13744,"Thursday"
7007744171,2016-04-22,15299,"Friday"
7007744171,2016-04-23,8093,"Saturday"
7007744171,2016-04-24,11085,"Sunday"
7007744171,2016-04-25,18229,"Monday"
7007744171,2016-04-26,15090,"Tuesday"
7007744171,2016-04-27,13541,"Wednesday"
7007744171,2016-04-28,15128,"Thursday"
7007744171,2016-04-29,20067,"Friday"
7007744171,2016-04-30,3761,"Saturday"
7007744171,2016-05-01,5600,"Sunday"
7007744171,2016-05-02,13041,"Monday"
7007744171,2016-05-03,14510,"Tuesday"
7007744171,2016-05-04,0,"Wednesday"
7007744171,2016-05-05,15010,"Thursday"
7007744171,2016-05-06,11459,"Friday"
7007744171,2016-05-07,0,"Saturday"
7086361926,2016-04-12,11317,"Tuesday"
7086361926,2016-04-13,5813,"Wednesday"
7086361926,2016-04-14,9123,"Thursday"
7086361926,2016-04-15,8585,"Friday"
7086361926,2016-04-16,31,"Saturday"
7086361926,2016-04-17,0,"Sunday"
7086361926,2016-04-18,9827,"Monday"
7086361926,2016-04-19,10688,"Tuesday"
7086361926,2016-04-20,14365,"Wednesday"
7086361926,2016-04-21,9469,"Thursday"
7086361926,2016-04-22,9753,"Friday"
7086361926,2016-04-23,2817,"Saturday"
7086361926,2016-04-24,3520,"Sunday"
7086361926,2016-04-25,10091,"Monday"
7086361926,2016-04-26,10387,"Tuesday"
7086361926,2016-04-27,11107,"Wednesday"
7086361926,2016-04-28,11584,"Thursday"
7086361926,2016-04-29,7881,"Friday"
7086361926,2016-04-30,14560,"Saturday"
7086361926,2016-05-01,12390,"Sunday"
7086361926,2016-05-02,10052,"Monday"
7086361926,2016-05-03,10288,"Tuesday"
7086361926,2016-05-04,10988,"Wednesday"
7086361926,2016-05-05,8564,"Thursday"
7086361926,2016-05-06,12461,"Friday"
7086361926,2016-05-07,12827,"Saturday"
7086361926,2016-05-08,10677,"Sunday"
7086361926,2016-05-09,13566,"Monday"
7086361926,2016-05-10,14433,"Tuesday"
7086361926,2016-05-11,9572,"Wednesday"
7086361926,2016-05-12,3789,"Thursday"
8053475328,2016-04-12,18060,"Tuesday"
8053475328,2016-04-13,16433,"Wednesday"
8053475328,2016-04-14,20159,"Thursday"
8053475328,2016-04-15,20669,"Friday"
8053475328,2016-04-16,14549,"Saturday"
8053475328,2016-04-17,18827,"Sunday"
8053475328,2016-04-18,17076,"Monday"
8053475328,2016-04-19,15929,"Tuesday"
8053475328,2016-04-20,15108,"Wednesday"
8053475328,2016-04-21,16057,"Thursday"
8053475328,2016-04-22,10520,"Friday"
8053475328,2016-04-23,22359,"Saturday"
8053475328,2016-04-24,22988,"Sunday"
8053475328,2016-04-25,20500,"Monday"
8053475328,2016-04-26,12685,"Tuesday"
8053475328,2016-04-27,12422,"Wednesday"
8053475328,2016-04-28,15447,"Thursday"
8053475328,2016-04-29,12315,"Friday"
8053475328,2016-04-30,7135,"Saturday"
8053475328,2016-05-01,1170,"Sunday"
8053475328,2016-05-02,1969,"Monday"
8053475328,2016-05-03,15484,"Tuesday"
8053475328,2016-05-04,14581,"Wednesday"
8053475328,2016-05-05,14990,"Thursday"
8053475328,2016-05-06,13953,"Friday"
8053475328,2016-05-07,19769,"Saturday"
8053475328,2016-05-08,22026,"Sunday"
8053475328,2016-05-09,12465,"Monday"
8053475328,2016-05-10,14810,"Tuesday"
8053475328,2016-05-11,12209,"Wednesday"
8053475328,2016-05-12,4998,"Thursday"
8253242879,2016-04-12,9033,"Tuesday"
8253242879,2016-04-13,8053,"Wednesday"
8253242879,2016-04-14,5234,"Thursday"
8253242879,2016-04-15,2672,"Friday"
8253242879,2016-04-16,9256,"Saturday"
8253242879,2016-04-17,10204,"Sunday"
8253242879,2016-04-18,5151,"Monday"
8253242879,2016-04-19,4212,"Tuesday"
8253242879,2016-04-20,6466,"Wednesday"
8253242879,2016-04-21,11268,"Thursday"
8253242879,2016-04-22,2824,"Friday"
8253242879,2016-04-23,9282,"Saturday"
8253242879,2016-04-24,8905,"Sunday"
8253242879,2016-04-25,6829,"Monday"
8253242879,2016-04-26,4562,"Tuesday"
8253242879,2016-04-27,10232,"Wednesday"
8253242879,2016-04-28,2718,"Thursday"
8253242879,2016-04-29,6260,"Friday"
8253242879,2016-04-30,0,"Saturday"
8378563200,2016-04-12,7626,"Tuesday"
8378563200,2016-04-13,12386,"Wednesday"
8378563200,2016-04-14,13318,"Thursday"
8378563200,2016-04-15,14461,"Friday"
8378563200,2016-04-16,11207,"Saturday"
8378563200,2016-04-17,2132,"Sunday"
8378563200,2016-04-18,13630,"Monday"
8378563200,2016-04-19,13070,"Tuesday"
8378563200,2016-04-20,9388,"Wednesday"
8378563200,2016-04-21,15148,"Thursday"
8378563200,2016-04-22,12200,"Friday"
8378563200,2016-04-23,5709,"Saturday"
8378563200,2016-04-24,3703,"Sunday"
8378563200,2016-04-25,12405,"Monday"
8378563200,2016-04-26,16208,"Tuesday"
8378563200,2016-04-27,7359,"Wednesday"
8378563200,2016-04-28,5417,"Thursday"
8378563200,2016-04-29,6175,"Friday"
8378563200,2016-04-30,2946,"Saturday"
8378563200,2016-05-01,11419,"Sunday"
8378563200,2016-05-02,6064,"Monday"
8378563200,2016-05-03,8712,"Tuesday"
8378563200,2016-05-04,7875,"Wednesday"
8378563200,2016-05-05,8567,"Thursday"
8378563200,2016-05-06,7045,"Friday"
8378563200,2016-05-07,4468,"Saturday"
8378563200,2016-05-08,2943,"Sunday"
8378563200,2016-05-09,8382,"Monday"
8378563200,2016-05-10,6582,"Tuesday"
8378563200,2016-05-11,9143,"Wednesday"
8378563200,2016-05-12,4561,"Thursday"
8583815059,2016-04-12,5014,"Tuesday"
8583815059,2016-04-13,5571,"Wednesday"
8583815059,2016-04-14,3135,"Thursday"
8583815059,2016-04-15,3430,"Friday"
8583815059,2016-04-16,5319,"Saturday"
8583815059,2016-04-17,3008,"Sunday"
8583815059,2016-04-18,3864,"Monday"
8583815059,2016-04-19,5697,"Tuesday"
8583815059,2016-04-20,5273,"Wednesday"
8583815059,2016-04-21,8538,"Thursday"
8583815059,2016-04-22,8687,"Friday"
8583815059,2016-04-23,9423,"Saturday"
8583815059,2016-04-24,8286,"Sunday"
8583815059,2016-04-25,4503,"Monday"
8583815059,2016-04-26,10499,"Tuesday"
8583815059,2016-04-27,12474,"Wednesday"
8583815059,2016-04-28,6174,"Thursday"
8583815059,2016-04-29,15168,"Friday"
8583815059,2016-04-30,10085,"Saturday"
8583815059,2016-05-01,4512,"Sunday"
8583815059,2016-05-02,8469,"Monday"
8583815059,2016-05-03,12015,"Tuesday"
8583815059,2016-05-04,3588,"Wednesday"
8583815059,2016-05-05,12427,"Thursday"
8583815059,2016-05-06,5843,"Friday"
8583815059,2016-05-07,6117,"Saturday"
8583815059,2016-05-08,9217,"Sunday"
8583815059,2016-05-09,9877,"Monday"
8583815059,2016-05-10,8240,"Tuesday"
8583815059,2016-05-11,8701,"Wednesday"
8583815059,2016-05-12,0,"Thursday"
8792009665,2016-04-12,2564,"Tuesday"
8792009665,2016-04-13,1320,"Wednesday"
8792009665,2016-04-14,1219,"Thursday"
8792009665,2016-04-15,2483,"Friday"
8792009665,2016-04-16,244,"Saturday"
8792009665,2016-04-17,0,"Sunday"
8792009665,2016-04-18,0,"Monday"
8792009665,2016-04-19,0,"Tuesday"
8792009665,2016-04-20,3147,"Wednesday"
8792009665,2016-04-21,144,"Thursday"
8792009665,2016-04-22,4068,"Friday"
8792009665,2016-04-23,5245,"Saturday"
8792009665,2016-04-24,400,"Sunday"
8792009665,2016-04-25,0,"Monday"
8792009665,2016-04-26,1321,"Tuesday"
8792009665,2016-04-27,1758,"Wednesday"
8792009665,2016-04-28,6157,"Thursday"
8792009665,2016-04-29,8360,"Friday"
8792009665,2016-04-30,7174,"Saturday"
8792009665,2016-05-01,1619,"Sunday"
8792009665,2016-05-02,1831,"Monday"
8792009665,2016-05-03,2421,"Tuesday"
8792009665,2016-05-04,2283,"Wednesday"
8792009665,2016-05-05,0,"Thursday"
8792009665,2016-05-06,0,"Friday"
8792009665,2016-05-07,0,"Saturday"
8792009665,2016-05-08,0,"Sunday"
8792009665,2016-05-09,0,"Monday"
8792009665,2016-05-10,0,"Tuesday"
8877689391,2016-04-12,23186,"Tuesday"
8877689391,2016-04-13,15337,"Wednesday"
8877689391,2016-04-14,21129,"Thursday"
8877689391,2016-04-15,13422,"Friday"
8877689391,2016-04-16,29326,"Saturday"
8877689391,2016-04-17,15118,"Sunday"
8877689391,2016-04-18,11423,"Monday"
8877689391,2016-04-19,18785,"Tuesday"
8877689391,2016-04-20,19948,"Wednesday"
8877689391,2016-04-21,19377,"Thursday"
8877689391,2016-04-22,18258,"Friday"
8877689391,2016-04-23,11200,"Saturday"
8877689391,2016-04-24,16674,"Sunday"
8877689391,2016-04-25,12986,"Monday"
8877689391,2016-04-26,11101,"Tuesday"
8877689391,2016-04-27,23629,"Wednesday"
8877689391,2016-04-28,14890,"Thursday"
8877689391,2016-04-29,9733,"Friday"
8877689391,2016-04-30,27745,"Saturday"
8877689391,2016-05-01,10930,"Sunday"
8877689391,2016-05-02,4790,"Monday"
8877689391,2016-05-03,10818,"Tuesday"
8877689391,2016-05-04,18193,"Wednesday"
8877689391,2016-05-05,14055,"Thursday"
8877689391,2016-05-06,21727,"Friday"
8877689391,2016-05-07,12332,"Saturday"
8877689391,2016-05-08,10686,"Sunday"
8877689391,2016-05-09,20226,"Monday"
8877689391,2016-05-10,10733,"Tuesday"
8877689391,2016-05-11,21420,"Wednesday"
8877689391,2016-05-12,8064,"Thursday"
